Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR018039:Intermediate filament protein, conserved site	1	0.4694835680751174	1.0	KRT25	209	72	16659	1.1070574162679425	1.0	1.0	100.0
INTERPRO	IPR001818:Peptidase M10A and M12B, matrixin and adamalysin	1	0.4694835680751174	1.0	ADAM10	209	43	16659	1.8536775342160898	1.0	1.0	100.0
INTERPRO	IPR001179:Peptidyl-prolyl cis-trans isomerase, FKBP-type	1	0.4694835680751174	1.0	FKBP1A	209	20	16659	3.985406698564593	1.0	1.0	100.0
INTERPRO	IPR015873:Clathrin alpha-adaptin/coatomer adaptor, appendage, C-terminal subdomain	1	0.4694835680751174	1.0	AP2A1	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR019791:Haem peroxidase, animal, subgroup	1	0.4694835680751174	1.0	PXDN	209	10	16659	7.970813397129186	1.0	1.0	100.0
INTERPRO	IPR011701:Major facilitator superfamily MFS-1	1	0.4694835680751174	1.0	SLC16A3	209	81	16659	0.9840510366826155	1.0	1.0	100.0
INTERPRO	IPR007653:Signal peptidase 22 kDa subunit	1	0.4694835680751174	1.0	SPCS3	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR000538:Link	1	0.4694835680751174	1.0	CD44	209	14	16659	5.6934381408065615	1.0	1.0	100.0
INTERPRO	IPR002110:Ankyrin	1	0.4694835680751174	1.0	ANKRD34C	209	238	16659	0.33490812592979774	1.0	1.0	100.0
INTERPRO	IPR016130:Protein-tyrosine phosphatase, active site	1	0.4694835680751174	1.0	PTPRA	209	89	16659	0.8955970109133917	1.0	1.0	100.0
INTERPRO	IPR000231:Ribosomal protein L30e	1	0.4694835680751174	1.0	RPL30	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR000159:Ras-association	1	0.4694835680751174	1.0	MLLT4	209	40	16659	1.9927033492822965	1.0	1.0	100.0
INTERPRO	IPR000242:Protein-tyrosine phosphatase, receptor/non-receptor type	1	0.4694835680751174	1.0	PTPRA	209	40	16659	1.9927033492822965	1.0	1.0	100.0
INTERPRO	IPR000387:Dual-specific/protein-tyrosine phosphatase, conserved region	1	0.4694835680751174	1.0	PTPRA	209	82	16659	0.9720504142840471	1.0	1.0	100.0
INTERPRO	IPR000539:Frizzled protein	1	0.4694835680751174	1.0	FZD2	209	11	16659	7.246193997390169	1.0	1.0	100.0
INTERPRO	IPR015526:Frizzled related	1	0.4694835680751174	1.0	FZD2	209	17	16659	4.6887137630171685	1.0	1.0	100.0
INTERPRO	IPR015555:Protease inhibitor I4, serpin, antithrombin-III	1	0.4694835680751174	1.0	SERPINC1	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR019748:FERM central domain	1	0.4694835680751174	1.0	FERMT2	209	47	16659	1.6959177440700397	1.0	1.0	100.0
INTERPRO	IPR001194:DENN	1	0.4694835680751174	1.0	DENND1B	209	16	16659	4.981758373205741	1.0	1.0	100.0
INTERPRO	IPR015436:Integrin beta-6 subunit, C-terminal	1	0.4694835680751174	1.0	ITGB6	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR014041:ESCRT-II complex, vps25 subunit, N-terminal winged helix	1	0.4694835680751174	1.0	VPS25	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR008400:Anthrax toxin receptor, extracellular	1	0.4694835680751174	1.0	ANTXR2	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR003596:Immunoglobulin V-set, subgroup	1	0.4694835680751174	1.0	MPZL2	209	78	16659	1.0218991534781008	1.0	1.0	100.0
INTERPRO	IPR004038:Ribosomal protein L7Ae/L30e/S12e/Gadd45	1	0.4694835680751174	1.0	RPL30	209	11	16659	7.246193997390169	1.0	1.0	100.0
INTERPRO	IPR000562:Type II fibronectin, collagen-binding	1	0.4694835680751174	1.0	FN1	209	14	16659	5.6934381408065615	1.0	1.0	100.0
INTERPRO	IPR003112:Olfactomedin-like	1	0.4694835680751174	1.0	LPHN2	209	13	16659	6.131394920868606	1.0	1.0	100.0
INTERPRO	IPR014760:Serum albumin, N-terminal	1	0.4694835680751174	1.0	ALB	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR000074:Apolipoprotein A1/A4/E	1	0.4694835680751174	1.0	APOE	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR002259:Delayed-early response protein/equilibrative nucleoside transporter	1	0.4694835680751174	1.0	SLC29A1	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR018107:Sodium:dicarboxylate symporter, conserved site	1	0.4694835680751174	1.0	SLC1A5	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR001791:Laminin G	1	0.4694835680751174	1.0	COL5A1	209	45	16659	1.771291866028708	1.0	1.0	100.0
INTERPRO	IPR014001:DEAD-like helicase, N-terminal	1	0.4694835680751174	1.0	DHX15	209	109	16659	0.7312672841402923	1.0	1.0	100.0
INTERPRO	IPR013878:Mo25-like	1	0.4694835680751174	1.0	CAB39	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR018497:Peptidase M13, neprilysin, C-terminal	1	0.4694835680751174	1.0	ECE1	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR008085:Thrombospondin, type 1 repeat, subgroup	1	0.4694835680751174	1.0	THBS1	209	15	16659	5.313875598086124	1.0	1.0	100.0
INTERPRO	IPR008078:GPCR, family 2, Ig-hepta receptor	1	0.4694835680751174	1.0	GPR116	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR001315:Caspase Recruitment	1	0.4694835680751174	1.0	CARD10	209	29	16659	2.7485563438376506	1.0	1.0	100.0
INTERPRO	IPR000225:Armadillo	1	0.4694835680751174	1.0	PKP2	209	37	16659	2.1542738911159964	1.0	1.0	100.0
INTERPRO	IPR009434:Neuroendocrine-specific golgi P55	1	0.4694835680751174	1.0	GNAS	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR018363:CD59 antigen, conserved site	1	0.4694835680751174	1.0	CD59	209	22	16659	3.6230969986950843	1.0	1.0	100.0
INTERPRO	IPR016044:Filament	1	0.4694835680751174	1.0	KRT25	209	72	16659	1.1070574162679425	1.0	1.0	100.0
INTERPRO	IPR001650:DNA/RNA helicase, C-terminal	1	0.4694835680751174	1.0	DHX15	209	107	16659	0.7449358315074005	1.0	1.0	100.0
INTERPRO	IPR018331:Haemoglobin alpha chain	1	0.4694835680751174	1.0	HBA2, HBA1	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR011705:BTB/Kelch-associated	1	0.4694835680751174	1.0	LGALS3BP	209	56	16659	1.4233595352016404	1.0	1.0	100.0
INTERPRO	IPR006626:Parallel beta-helix repeat	1	0.4694835680751174	1.0	SHCBP1	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR000998:MAM	1	0.4694835680751174	1.0	NRP1	209	18	16659	4.42822966507177	1.0	1.0	100.0
INTERPRO	IPR007196:CCR4-Not complex component, Not1	1	0.4694835680751174	1.0	CNOT1	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR001438:EGF-like, type 2	1	0.4694835680751174	1.0	JAG1	209	20	16659	3.985406698564593	1.0	1.0	100.0
INTERPRO	IPR000210:BTB/POZ-like	1	0.4694835680751174	1.0	LGALS3BP	209	179	16659	0.4452968378284462	1.0	1.0	100.0
INTERPRO	IPR015482:Syntrophin	1	0.4694835680751174	1.0	SNTB2	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR013128:Peptidase C1A, papain	1	0.4694835680751174	1.0	TINAGL1	209	14	16659	5.6934381408065615	1.0	1.0	100.0
INTERPRO	IPR003579:Ras small GTPase, Rab type	1	0.4694835680751174	1.0	RAB22A	209	61	16659	1.3066907208408503	1.0	1.0	100.0
INTERPRO	IPR007365:Transferrin receptor-like, dimerisation	1	0.4694835680751174	1.0	TFR2	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR015650:Heavy chain of Myosin	1	0.4694835680751174	1.0	GNA11	209	11	16659	7.246193997390169	1.0	1.0	100.0
INTERPRO	IPR001664:Intermediate filament protein	1	0.4694835680751174	1.0	KRT25	209	73	16659	1.0918922461820801	1.0	1.0	100.0
INTERPRO	IPR009040:Ferritin-like	1	0.4694835680751174	1.0	FTH1	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR013602:Dynein heavy chain, N-terminal region 2	1	0.4694835680751174	1.0	DYNC2H1	209	16	16659	4.981758373205741	1.0	1.0	100.0
INTERPRO	IPR003164:Clathrin adaptor, alpha-adaptin, appendage, C-terminal subdomain	1	0.4694835680751174	1.0	AP2A1	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR000504:RNA recognition motif, RNP-1	1	0.4694835680751174	1.0	RBM12B	209	211	16659	0.377763668110388	1.0	1.0	100.0
INTERPRO	IPR013781:Glycoside hydrolase, subgroup, catalytic core	1	0.4694835680751174	1.0	SLC3A2	209	33	16659	2.415397999130057	1.0	1.0	100.0
INTERPRO	IPR013566:EF hand associated, type-1	1	0.4694835680751174	1.0	RHOT2	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR000885:Fibrillar collagen, C-terminal	1	0.4694835680751174	1.0	COL5A1	209	11	16659	7.246193997390169	1.0	1.0	100.0
INTERPRO	IPR001039:MHC class I, alpha chain, alpha1 and alpha2	1	0.4694835680751174	1.0	HLA-C, HLA-B	209	27	16659	2.952153110047847	1.0	1.0	100.0
INTERPRO	IPR000668:Peptidase C1A, papain C-terminal	1	0.4694835680751174	1.0	TINAGL1	209	14	16659	5.6934381408065615	1.0	1.0	100.0
INTERPRO	IPR013326:Apolipoprotein/apolipophorin	1	0.4694835680751174	1.0	APOE	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR016247:Tyrosine-protein kinase transmembrane receptor ROR	1	0.4694835680751174	1.0	ROR1	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR006146:5'-Nucleotidase, conserved site	1	0.4694835680751174	1.0	NT5E	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR000264:Serum albumin	1	0.4694835680751174	1.0	ALB	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR010460:Ubiquitin carboxyl-terminal hydrolase, N-terminal region 2	1	0.4694835680751174	1.0	USP11	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR002172:Low density lipoprotein-receptor, class A, cysteine-rich	1	0.4694835680751174	1.0	LRP5	209	50	16659	1.5941626794258374	1.0	1.0	100.0
INTERPRO	IPR019782:WD40 repeat 2	1	0.4694835680751174	1.0	ARPC1B	209	226	16659	0.3526908582800525	1.0	1.0	100.0
INTERPRO	IPR012051:Peptidase S1A, prothrombin	1	0.4694835680751174	1.0	F2	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR004328:BRO1	1	0.4694835680751174	1.0	PDCD6IP	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR017341:Membrane cofactor protein, CD46	1	0.4694835680751174	1.0	CD46	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR000449:Ubiquitin-associated/translation elongation factor EF1B, N-terminal	1	0.4694835680751174	1.0	MARK3	209	38	16659	2.097582472928733	1.0	1.0	100.0
INTERPRO	IPR016054:Ly-6 antigen / uPA receptor -like	1	0.4694835680751174	1.0	CD59	209	16	16659	4.981758373205741	1.0	1.0	100.0
INTERPRO	IPR002165:Plexin	1	0.4694835680751174	1.0	MET	209	31	16659	2.571230128106189	1.0	1.0	100.0
INTERPRO	IPR000941:Enolase	1	0.4694835680751174	1.0	ENO2	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR015594:Rab22-related	1	0.4694835680751174	1.0	RAB22A	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR009454:Lipid transport, open beta-sheet	1	0.4694835680751174	1.0	APOB	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR010363:Protein of unknown function DUF959, collagen XVIII, N-terminal	1	0.4694835680751174	1.0	COL18A1	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR006670:Cyclin	1	0.4694835680751174	1.0	RBL2	209	40	16659	1.9927033492822965	1.0	1.0	100.0
INTERPRO	IPR008431:Cyclic nucleotide phosphodiesterase	1	0.4694835680751174	1.0	CNP	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR004273:Dynein heavy chain	1	0.4694835680751174	1.0	DYNC2H1	209	16	16659	4.981758373205741	1.0	1.0	100.0
INTERPRO	IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2	1	0.4694835680751174	1.0	USP11	209	61	16659	1.3066907208408503	1.0	1.0	100.0
INTERPRO	IPR015255:Vitellinogen, open beta-sheet	1	0.4694835680751174	1.0	APOB	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR003841:Na/Pi-cotransporter	1	0.4694835680751174	1.0	SLC34A3	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR001863:Glypican	1	0.4694835680751174	1.0	GPC6	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR017986:WD40 repeat, region	1	0.4694835680751174	1.0	ARPC1B	209	238	16659	0.33490812592979774	1.0	1.0	100.0
INTERPRO	IPR003367:Thrombospondin, type 3-like repeat	1	0.4694835680751174	1.0	THBS1	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR012945:Tubulin binding cofactor C	1	0.4694835680751174	1.0	RP2	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR003056:GPCR, family 2, CD97 antigen	1	0.4694835680751174	1.0	CD97	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR018444:Dil domain	1	0.4694835680751174	1.0	MLLT4	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR005428:Adhesion molecule CD36	1	0.4694835680751174	1.0	SCARB1	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR011489:EMI domain	1	0.4694835680751174	1.0	MEGF10	209	15	16659	5.313875598086124	1.0	1.0	100.0
INTERPRO	IPR019383:Golgin subfamily A member 7/ERF4	1	0.4694835680751174	1.0	GOLGA7	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR001526:CD59 antigen	1	0.4694835680751174	1.0	CD59	209	18	16659	4.42822966507177	1.0	1.0	100.0
INTERPRO	IPR000387:Protein-tyrosine phosphatase	1	0.4694835680751174	1.0	PTPRA	209	81	16659	0.9840510366826155	1.0	1.0	100.0
INTERPRO	IPR004934:Tropomodulin	1	0.4694835680751174	1.0	TMOD2	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR003903:Ubiquitin interacting motif	1	0.4694835680751174	1.0	EPS15	209	22	16659	3.6230969986950843	1.0	1.0	100.0
INTERPRO	IPR002957:Keratin, type I	1	0.4694835680751174	1.0	KRT25	209	33	16659	2.415397999130057	1.0	1.0	100.0
INTERPRO	IPR012677:Nucleotide-binding, alpha-beta plait	1	0.4694835680751174	1.0	RBM12B	209	213	16659	0.3742165914145158	1.0	1.0	100.0
INTERPRO	IPR000600:ROK	1	0.4694835680751174	1.0	GNAS	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR014648:Neuropilin	1	0.4694835680751174	1.0	NRP1	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR017857:Coagulation factor, subset, Gla region	1	0.4694835680751174	1.0	F2	209	9	16659	8.85645933014354	1.0	1.0	100.0
INTERPRO	IPR011709:Region of unknown function DUF1605	1	0.4694835680751174	1.0	DHX15	209	17	16659	4.6887137630171685	1.0	1.0	100.0
INTERPRO	IPR007330:MIT	1	0.4694835680751174	1.0	CAPN7	209	9	16659	8.85645933014354	1.0	1.0	100.0
INTERPRO	IPR001231:CD44 antigen	1	0.4694835680751174	1.0	CD44	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR014040:ESCRT-II complex, vps25 subunit, C-terminal winged helix	1	0.4694835680751174	1.0	VPS25	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR001752:Kinesin, motor region	1	0.4694835680751174	1.0	KIF5B	209	42	16659	1.8978127136021872	1.0	1.0	100.0
INTERPRO	IPR007484:Peptidase M28	1	0.4694835680751174	1.0	TFR2	209	9	16659	8.85645933014354	1.0	1.0	100.0
INTERPRO	IPR000101:Gamma-glutamyltranspeptidase	1	0.4694835680751174	1.0	GGT1	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR008334:5'-Nucleotidase, C-terminal	1	0.4694835680751174	1.0	NT5E	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR002591:Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	1	0.4694835680751174	1.0	ENPP1	209	9	16659	8.85645933014354	1.0	1.0	100.0
INTERPRO	IPR012011:von Willebrand factor	1	0.4694835680751174	1.0	VWF	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR006012:Syntaxin/epimorphin, conserved site	1	0.4694835680751174	1.0	STX4	209	17	16659	4.6887137630171685	1.0	1.0	100.0
INTERPRO	IPR001604:DNA/RNA non-specific endonuclease	1	0.4694835680751174	1.0	ENPP1	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR008152:Clathrin adaptor, alpha/beta/gamma-adaptin, appendage, Ig-like subdomain	1	0.4694835680751174	1.0	AP2A1	209	9	16659	8.85645933014354	1.0	1.0	100.0
INTERPRO	IPR005113:uDENN	1	0.4694835680751174	1.0	DENND1B	209	16	16659	4.981758373205741	1.0	1.0	100.0
INTERPRO	IPR019803:Glypican, conserved site	1	0.4694835680751174	1.0	GPC6	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR013270:CD47 immunoglobulin-like	1	0.4694835680751174	1.0	CD47	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR014021:Helicase, superfamily 1 and 2, ATP-binding	1	0.4694835680751174	1.0	DHX15	209	107	16659	0.7449358315074005	1.0	1.0	100.0
INTERPRO	IPR017897:Thrombospondin, type 3 repeat	1	0.4694835680751174	1.0	THBS1	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR010515:Collagenase NC10 and endostatin	1	0.4694835680751174	1.0	COL18A1	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR001370:Proteinase inhibitor I32, inhibitor of apoptosis	1	0.4694835680751174	1.0	BIRC6	209	8	16659	9.963516746411482	1.0	1.0	100.0
INTERPRO	IPR001991:Sodium:dicarboxylate symporter	1	0.4694835680751174	1.0	SLC1A5	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR002906:Ribosomal protein S27a	1	0.4694835680751174	1.0	RPS27A	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR003334:GPCR, family 2, latrophilin, C-terminal	1	0.4694835680751174	1.0	LPHN2	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR008570:ESCRT-II complex, vps25 subunit	1	0.4694835680751174	1.0	VPS25	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR008859:Thrombospondin, C-terminal	1	0.4694835680751174	1.0	THBS1	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR002007:Haem peroxidase, animal	1	0.4694835680751174	1.0	PXDN	209	10	16659	7.970813397129186	1.0	1.0	100.0
INTERPRO	IPR003966:Peptidase S1A, prothrombin/thrombin	1	0.4694835680751174	1.0	F2	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR019749:Band 4.1 domain	1	0.4694835680751174	1.0	FERMT2	209	50	16659	1.5941626794258374	1.0	1.0	100.0
INTERPRO	IPR000082:SEA	1	0.4694835680751174	1.0	GPR116	209	22	16659	3.6230969986950843	1.0	1.0	100.0
INTERPRO	IPR013147:CD47 transmembrane	1	0.4694835680751174	1.0	CD47	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR017916:Steadiness box	1	0.4694835680751174	1.0	TSG101	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR002159:CD36 antigen	1	0.4694835680751174	1.0	SCARB1	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR000367:G-protein alpha subunit, group S	1	0.4694835680751174	1.0	GNAS	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR001774:Delta/Serrate/lag-2 (DSL) protein	1	0.4694835680751174	1.0	JAG1	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR000884:Thrombospondin, type 1 repeat	1	0.4694835680751174	1.0	THBS1	209	65	16659	1.226278984173721	1.0	1.0	100.0
INTERPRO	IPR012347:Ferritin-related	1	0.4694835680751174	1.0	FTH1	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR015940:Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote	1	0.4694835680751174	1.0	MARK3	209	42	16659	1.8978127136021872	1.0	1.0	100.0
INTERPRO	IPR006552:VWC out	1	0.4694835680751174	1.0	MUC5B	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR019775:WD40 repeat, conserved site	1	0.4694835680751174	1.0	ARPC1B	209	277	16659	0.28775499628625223	1.0	1.0	100.0
INTERPRO	IPR000253:Forkhead-associated	1	0.4694835680751174	1.0	MLLT4	209	31	16659	2.571230128106189	1.0	1.0	100.0
INTERPRO	IPR017049:Low density lipoprotein receptor-related protein, 5/6	1	0.4694835680751174	1.0	LRP5	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR009151:Basigin	1	0.4694835680751174	1.0	BSG	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR019747:FERM conserved site	1	0.4694835680751174	1.0	FERMT2	209	50	16659	1.5941626794258374	1.0	1.0	100.0
INTERPRO	IPR004241:Light chain 3 (LC3)	1	0.4694835680751174	1.0	MAP1LC3B2	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR013684:Miro-like	1	0.4694835680751174	1.0	RHOT2	209	14	16659	5.6934381408065615	1.0	1.0	100.0
INTERPRO	IPR002553:Clathrin/coatomer adaptor, adaptin-like, N-terminal	1	0.4694835680751174	1.0	AP2A1	209	14	16659	5.6934381408065615	1.0	1.0	100.0
INTERPRO	IPR008753:Peptidase M13	1	0.4694835680751174	1.0	ECE1	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR018429:Carbonic anhydrase, CA-IX	1	0.4694835680751174	1.0	CA9	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR000010:Proteinase inhibitor I25, cystatin	1	0.4694835680751174	1.0	AHSG	209	18	16659	4.42822966507177	1.0	1.0	100.0
INTERPRO	IPR000183:Orn/DAP/Arg decarboxylase 2	1	0.4694835680751174	1.0	ODC1	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR015591:Ras small GTPase, Ral-related	1	0.4694835680751174	1.0	RALB	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR001772:Kinase-associated KA1	1	0.4694835680751174	1.0	MARK3	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR001824:Receptor tyrosine kinase, class III, conserved site	1	0.4694835680751174	1.0	NIN	209	9	16659	8.85645933014354	1.0	1.0	100.0
INTERPRO	IPR002049:EGF-like, laminin	1	0.4694835680751174	1.0	MEGF10	209	41	16659	1.9441008285680943	1.0	1.0	100.0
INTERPRO	IPR000718:Peptidase M13, neprilysin	1	0.4694835680751174	1.0	ECE1	209	7	16659	11.386876281613123	1.0	1.0	100.0
INTERPRO	IPR002464:DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	1	0.4694835680751174	1.0	DHX15	209	39	16659	2.0437983069562016	1.0	1.0	100.0
INTERPRO	IPR019316:G8 domain	1	0.4694835680751174	1.0	TMEM2	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR019793:Peroxidases heam-ligand binding site	1	0.4694835680751174	1.0	PXDN	209	10	16659	7.970813397129186	1.0	1.0	100.0
INTERPRO	IPR002720:Retinoblastoma-associated protein, A-box	1	0.4694835680751174	1.0	RBL2	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR013567:EF hand associated, type-2	1	0.4694835680751174	1.0	RHOT2	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR013594:Dynein heavy chain, N-terminal region 1	1	0.4694835680751174	1.0	DYNC2H1	209	9	16659	8.85645933014354	1.0	1.0	100.0
INTERPRO	IPR015714:Lymphocyte function associated antigen 3	1	0.4694835680751174	1.0	CD58	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR006586:ADAM, cysteine-rich	1	0.4694835680751174	1.0	ADAM9	209	20	16659	3.985406698564593	1.0	1.0	100.0
INTERPRO	IPR001695:Lysyl oxidase	1	0.4694835680751174	1.0	LOXL2	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR013038:Clathrin adaptor, alpha-adaptin, appendage, Ig-like subdomain	1	0.4694835680751174	1.0	AP2A1	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR008883:Tumour susceptibility gene 101	1	0.4694835680751174	1.0	TSG101	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR004075:Interleukin-1 receptor, type I/Toll precursor	1	0.4694835680751174	1.0	IL1RAP	209	13	16659	6.131394920868606	1.0	1.0	100.0
INTERPRO	IPR015460:Developmentally regulated TPO1	1	0.4694835680751174	1.0	SERINC5	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR002340:Haemoglobin, zeta	1	0.4694835680751174	1.0	HBZ	209	1	16659	79.70813397129186	1.0	1.0	100.0
INTERPRO	IPR000920:Myelin P0 protein	1	0.4694835680751174	1.0	MPZL2	209	6	16659	13.28468899521531	1.0	1.0	100.0
INTERPRO	IPR007273:SCAMP	1	0.4694835680751174	1.0	SCAMP3	209	5	16659	15.941626794258372	1.0	1.0	100.0
INTERPRO	IPR001627:Semaphorin/CD100 antigen	1	0.4694835680751174	1.0	MET	209	31	16659	2.571230128106189	1.0	1.0	100.0
INTERPRO	IPR007531:Dysbindin	1	0.4694835680751174	1.0	DBNDD1	209	3	16659	26.56937799043062	1.0	1.0	100.0
INTERPRO	IPR000083:Fibronectin, type I	1	0.4694835680751174	1.0	FN1	209	4	16659	19.927033492822964	1.0	1.0	100.0
INTERPRO	IPR019781:WD40 repeat, subgroup	1	0.4694835680751174	1.0	ARPC1B	209	242	16659	0.3293724544268259	1.0	1.0	100.0
INTERPRO	IPR002383:Coagulation factor, Gla region	1	0.4694835680751174	1.0	F2	209	12	16659	6.642344497607655	1.0	1.0	100.0
INTERPRO	IPR011704:ATPase associated with various cellular activities, AAA-5	1	0.4694835680751174	1.0	DYNC2H1	209	16	16659	4.981758373205741	1.0	1.0	100.0
INTERPRO	IPR002339:Haemoglobin, pi	1	0.4694835680751174	1.0	HBA2, HBA1	209	2	16659	39.85406698564593	1.0	1.0	100.0
INTERPRO	IPR001148:Carbonic anhydrase, alpha-class, catalytic domain	1	0.4694835680751174	1.0	CA9	209	18	16659	4.42822966507177	1.0	1.0	100.0
